"","Years","Total_death"
"146074",2022,0
"146075",2022,0
"146076",2022,0
"146077",2022,0
"146078",2022,0
"146079",2022,0
"146080",2022,0
"146081",2022,1
"146082",2022,1
"146083",2022,0
"146084",2022,0
"146085",2022,0
"146086",2022,0
"146087",2022,0
"146088",2022,0
"146089",2022,0
"146090",2022,0
"146091",2022,0
"146092",2022,0
"146093",2022,0
"146094",2022,0
"146095",2022,0
"146096",2022,0
"146097",2022,0
"146098",2022,0
"146099",2022,0
"146100",2022,0
"146101",2022,0
"146102",2022,0
"146103",2022,0
"146104",2022,0
"146105",2022,0
"146106",2022,0
"146107",2022,0
"146108",2022,0
"146109",2022,0
"146110",2022,0
"146111",2022,0
"146112",2022,0
"146113",2022,0
"146114",2022,0
"146115",2022,0
"146116",2022,0
"146117",2022,0
"146118",2022,0
"146119",2022,0
"146120",2022,0
"146121",2022,0
"146122",2022,1
"146123",2022,0
"146124",2022,0
"146125",2022,0
"146126",2022,0
"146127",2022,1
"146128",2022,0
"146129",2022,0
"146130",2022,0
"146131",2022,0
"146132",2022,0
"146133",2022,0
"146134",2022,0
"146135",2022,0
"146136",2022,0
"146137",2022,0
"146138",2022,0
"146139",2022,0
"146140",2022,0
"146141",2022,0
"146142",2022,1
"146143",2022,1
"146144",2022,0
"146145",2022,0
"146146",2022,1
"146147",2022,0
"146148",2022,0
"146149",2022,0
"146150",2022,0
"146151",2022,0
"146152",2022,0
"146153",2022,0
"146154",2022,0
"146155",2022,0
"146156",2022,0
"146157",2022,0
"146158",2022,0
"146159",2022,0
"146160",2022,0
"146161",2022,0
"146162",2022,0
"146163",2022,0
"146164",2022,0
"146165",2022,0
"146166",2022,0
"146167",2022,0
"146168",2022,0
"146169",2022,0
"146170",2022,0
"146171",2022,0
"146172",2022,0
"146173",2022,0
"146174",2022,0
"146175",2022,0
"146176",2022,0
"146177",2022,0
"146178",2022,0
"146179",2022,0
"146180",2022,0
"146181",2022,0
"146182",2022,0
"146183",2022,0
"146184",2022,0
"146185",2022,0
"146186",2022,0
"146187",2022,0
"146188",2022,0
"146189",2022,0
"146190",2022,0
"146191",2022,0
"146192",2022,0
"146193",2022,0
"146194",2022,0
"146195",2022,0
"146196",2022,0
"146197",2022,0
"146198",2022,0
"146199",2022,0
"146200",2022,0
"146201",2022,0
"146202",2022,0
"146203",2022,0
"146204",2022,0
"146205",2022,0
"146206",2022,0
"146207",2022,0
"146208",2022,0
"146209",2022,0
"146210",2022,0
"146211",2022,0
"146212",2022,0
"146213",2022,0
"146214",2022,0
"146215",2022,0
"146216",2022,0
"146217",2022,0
"146218",2022,0
"146219",2022,0
"146220",2022,0
"146221",2022,0
"146222",2022,0
"146223",2022,0
"146224",2022,0
"146225",2022,0
"146226",2022,0
"146227",2023,0
"146228",2023,0
"146229",2023,0
"146230",2023,0
"146231",2023,0
"146232",2023,0
"146233",2023,0
"146234",2023,0
"146235",2023,0
"146236",2023,0
"146237",2023,0
"146238",2023,0
"146239",2023,0
"146240",2023,0
"146241",2023,0
"146242",2023,0
"146243",2023,0
"146244",2023,0
"146245",2023,0
"146246",2023,0
"146247",2023,0
"146248",2023,0
"146249",2023,0
"146250",2023,0
"146251",2023,0
"146252",2023,0
"146253",2023,0
"146254",2023,0
"146255",2023,0
"146256",2023,0
"146257",2023,0
"146258",2023,0
"146259",2023,0
"146260",2023,0
"146261",2023,0
"146262",2023,0
"146263",2023,0
"146264",2023,0
"146265",2023,0
"146266",2023,0
"146267",2023,0
"146268",2023,0
"146269",2023,0
"146270",2023,0
"146271",2023,0
"146272",2023,0
"146273",2023,0
"146274",2023,0
"146275",2020,0
"146276",2020,0
"146277",2020,0
"146278",2020,0
"146279",2020,0
"146280",2020,0
"146281",2020,0
"146282",2020,1
"146283",2020,0
"146284",2020,0
"146285",2020,0
"146286",2020,0
"146287",2020,1
"146288",2020,0
"146289",2020,0
"146290",2020,0
"146291",2020,0
"146292",2020,0
"146293",2020,0
"146294",2020,0
"146295",2020,0
"146296",2020,0
"146297",2020,2
"146298",2020,0
"146299",2020,0
"146300",2020,0
"146301",2020,0
"146302",2020,0
"146303",2020,0
"146304",2020,0
"146305",2020,0
"146306",2020,1
"146307",2020,2
"146308",2020,0
"146309",2020,0
"146310",2020,0
"146311",2020,0
"146312",2020,0
"146313",2020,1
"146314",2020,1
"146315",2020,0
"146316",2020,0
"146317",2020,0
"146318",2020,0
"146319",2020,0
"146320",2020,0
"146321",2020,0
"146322",2020,0
"146323",2020,1
"146324",2020,0
"146325",2020,0
"146326",2020,0
"146327",2020,0
"146328",2020,0
"146329",2020,1
"146330",2020,0
"146331",2020,0
"146332",2020,0
"146333",2020,0
"146334",2020,0
"146335",2020,0
"146336",2020,0
"146337",2020,0
"146338",2020,0
"146339",2020,0
"146340",2020,0
"146341",2020,0
"146342",2020,0
"146343",2020,0
"146344",2020,0
"146345",2020,0
"146346",2020,0
"146347",2020,0
"146348",2020,0
"146349",2020,0
"146350",2020,0
"146351",2020,0
"146352",2020,0
"146353",2020,0
"146354",2020,0
"146355",2020,1
"146356",2020,0
"146357",2020,0
"146358",2020,0
"146359",2020,0
"146360",2020,0
"146361",2020,0
"146362",2020,0
"146363",2020,0
"146364",2020,0
"146365",2020,1
"146366",2020,0
"146367",2020,0
"146368",2020,0
"146369",2020,0
"146370",2020,0
"146371",2020,0
"146372",2020,0
"146373",2020,0
"146374",2020,0
"146375",2020,0
"146376",2020,0
"146377",2020,0
"146378",2020,0
"146379",2020,0
"146380",2020,1
"146381",2020,0
"146382",2020,1
"146383",2020,0
"146384",2020,1
"146385",2020,0
"146386",2020,0
"146387",2020,0
"146388",2020,0
"146389",2020,0
"146390",2020,1
"146391",2020,0
"146392",2020,0
"146393",2020,2
"146394",2020,1
"146395",2020,0
"146396",2020,0
"146397",2020,1
"146398",2020,2
"146399",2020,1
"146400",2020,0
"146401",2020,0
"146402",2020,1
"146403",2020,0
"146404",2020,0
"146405",2020,0
"146406",2020,0
"146407",2020,0
"146408",2020,0
"146409",2020,0
"146410",2020,0
"146411",2020,0
"146412",2020,0
"146413",2020,0
"146414",2020,0
"146415",2020,0
"146416",2020,0
"146417",2020,0
"146418",2020,1
"146419",2020,3
"146420",2020,0
"146421",2020,1
"146422",2020,1
"146423",2020,3
"146424",2020,1
"146425",2020,0
"146426",2020,0
"146427",2020,0
"146428",2020,3
"146429",2020,0
"146430",2020,0
"146431",2020,1
"146432",2020,0
"146433",2020,0
"146434",2020,0
"146435",2020,0
"146436",2020,0
"146437",2020,0
"146438",2020,3
"146439",2020,0
"146440",2020,2
"146441",2020,0
"146442",2020,1
"146443",2020,1
"146444",2020,0
"146445",2020,0
"146446",2020,0
"146447",2020,0
"146448",2020,0
"146449",2020,0
"146450",2020,1
"146451",2020,0
"146452",2020,0
"146453",2020,0
"146454",2020,0
"146455",2020,0
"146456",2020,0
"146457",2020,1
"146458",2020,0
"146459",2020,1
"146460",2020,0
"146461",2020,0
"146462",2020,0
"146463",2020,0
"146464",2020,0
"146465",2020,0
"146466",2020,1
"146467",2020,0
"146468",2020,0
"146469",2020,1
"146470",2020,1
"146471",2020,0
"146472",2020,1
"146473",2020,0
"146474",2020,2
"146475",2020,0
"146476",2020,0
"146477",2020,0
"146478",2020,0
"146479",2020,0
"146480",2020,0
"146481",2020,0
"146482",2020,0
"146483",2020,0
"146484",2020,2
"146485",2020,1
"146486",2020,0
"146487",2020,0
"146488",2020,0
"146489",2020,1
"146490",2020,1
"146491",2020,1
"146492",2020,0
"146493",2020,1
"146494",2020,0
"146495",2020,0
"146496",2020,0
"146497",2020,0
"146498",2020,0
"146499",2020,0
"146500",2020,0
"146501",2020,0
"146502",2020,0
"146503",2020,0
"146504",2020,1
"146505",2020,0
"146506",2020,0
"146507",2020,0
"146508",2020,0
"146509",2020,0
"146510",2020,0
"146511",2020,1
"146512",2020,0
"146513",2020,0
"146514",2020,0
"146515",2020,0
"146516",2020,0
"146517",2020,0
"146518",2020,0
"146519",2020,0
"146520",2020,0
"146521",2020,0
"146522",2020,0
"146523",2020,0
"146524",2020,2
"146525",2020,0
"146526",2020,0
"146527",2020,0
"146528",2020,0
"146529",2020,0
"146530",2020,0
"146531",2020,0
"146532",2021,0
"146533",2021,0
"146534",2021,0
"146535",2021,0
"146536",2021,1
"146537",2021,0
"146538",2021,1
"146539",2021,2
"146540",2021,0
"146541",2021,0
"146542",2021,0
"146543",2021,1
"146544",2021,0
"146545",2021,0
"146546",2021,0
"146547",2021,0
"146548",2021,0
"146549",2021,0
"146550",2021,1
"146551",2021,0
"146552",2021,0
"146553",2021,0
"146554",2021,0
"146555",2021,0
"146556",2021,1
"146557",2021,1
"146558",2021,0
"146559",2021,0
"146560",2021,0
"146561",2021,0
"146562",2021,1
"146563",2021,0
"146564",2021,2
"146565",2021,0
"146566",2021,0
"146567",2021,0
"146568",2021,0
"146569",2021,0
"146570",2021,1
"146571",2021,0
"146572",2021,0
"146573",2021,0
"146574",2021,0
"146575",2021,0
"146576",2021,0
"146577",2021,1
"146578",2021,0
"146579",2021,0
"146580",2021,0
"146581",2021,0
"146582",2021,0
"146583",2021,0
"146584",2021,0
"146585",2021,0
"146586",2021,0
"146587",2021,1
"146588",2021,0
"146589",2021,0
"146590",2021,1
"146591",2021,1
"146592",2021,1
"146593",2021,0
"146594",2021,0
"146595",2021,3
"146596",2021,0
"146597",2021,2
"146598",2021,2
"146599",2021,0
"146600",2021,0
"146601",2021,0
"146602",2021,1
"146603",2021,0
"146604",2021,2
"146605",2021,1
"146606",2021,0
"146607",2021,1
"146608",2021,1
"146609",2021,4
"146610",2021,0
"146611",2021,0
"146612",2021,2
"146613",2021,0
"146614",2021,1
"146615",2021,0
"146616",2021,2
"146617",2021,0
"146618",2021,0
"146619",2021,0
"146620",2021,0
"146621",2021,2
"146622",2021,0
"146623",2021,1
"146624",2021,0
"146625",2021,0
"146626",2021,2
"146627",2021,0
"146628",2021,1
"146629",2021,0
"146630",2021,2
"146631",2021,1
"146632",2021,0
"146633",2021,0
"146634",2021,0
"146635",2021,1
"146636",2021,0
"146637",2021,0
"146638",2021,2
"146639",2021,0
"146640",2021,0
"146641",2021,1
"146642",2021,1
"146643",2021,0
"146644",2021,0
"146645",2021,0
"146646",2021,0
"146647",2021,0
"146648",2021,1
"146649",2021,0
"146650",2021,0
"146651",2021,1
"146652",2021,0
"146653",2021,0
"146654",2021,0
"146655",2021,0
"146656",2021,0
"146657",2021,0
"146658",2021,1
"146659",2021,0
"146660",2021,0
"146661",2021,0
"146662",2021,1
"146663",2021,0
"146664",2021,0
"146665",2021,0
"146666",2021,0
"146667",2021,0
"146668",2021,0
"146669",2021,0
"146670",2021,0
"146671",2021,0
"146672",2021,0
"146673",2021,0
"146674",2021,0
"146675",2021,0
"146676",2021,0
"146677",2021,0
"146678",2021,0
"146679",2021,0
"146680",2021,0
"146681",2021,0
"146682",2021,0
"146683",2021,0
"146684",2021,0
"146685",2021,0
"146686",2021,0
"146687",2021,0
"146688",2021,0
"146689",2021,0
"146690",2021,1
"146691",2021,0
"146692",2021,0
"146693",2021,0
"146694",2021,0
"146695",2021,0
"146696",2021,0
"146697",2021,1
"146698",2021,0
"146699",2021,0
"146700",2021,0
"146701",2021,1
"146702",2021,0
"146703",2021,0
"146704",2021,0
"146705",2021,0
"146706",2021,0
"146707",2021,0
"146708",2021,0
"146709",2021,0
"146710",2021,1
"146711",2021,0
"146712",2021,1
"146713",2021,0
"146714",2021,0
"146715",2021,1
"146716",2021,1
"146717",2021,0
"146718",2021,0
"146719",2021,1
"146720",2021,0
"146721",2021,0
"146722",2021,0
"146723",2021,0
"146724",2021,1
"146725",2021,0
"146726",2021,0
"146727",2021,3
"146728",2021,0
"146729",2021,1
"146730",2021,0
"146731",2021,2
"146732",2021,0
"146733",2021,2
"146734",2021,1
"146735",2021,0
"146736",2021,3
"146737",2021,2
"146738",2021,0
"146739",2021,2
"146740",2021,0
"146741",2021,2
"146742",2021,0
"146743",2021,1
"146744",2021,1
"146745",2021,1
"146746",2021,0
"146747",2021,1
"146748",2021,0
"146749",2021,1
"146750",2021,2
"146751",2021,2
"146752",2021,0
"146753",2021,1
"146754",2021,1
"146755",2021,2
"146756",2021,0
"146757",2021,0
"146758",2021,3
"146759",2021,2
"146760",2021,2
"146761",2021,0
"146762",2021,0
"146763",2021,0
"146764",2021,0
"146765",2021,1
"146766",2021,2
"146767",2021,0
"146768",2021,0
"146769",2021,2
"146770",2021,3
"146771",2021,0
"146772",2021,5
"146773",2021,0
"146774",2021,2
"146775",2021,3
"146776",2021,3
"146777",2021,1
"146778",2021,2
"146779",2021,1
"146780",2021,3
"146781",2021,3
"146782",2021,0
"146783",2021,1
"146784",2021,1
"146785",2021,0
"146786",2021,2
"146787",2021,1
"146788",2021,1
"146789",2021,2
"146790",2021,0
"146791",2021,2
"146792",2021,0
"146793",2021,2
"146794",2021,1
"146795",2021,0
"146796",2021,0
"146797",2021,3
"146798",2021,3
"146799",2021,4
"146800",2021,1
"146801",2021,0
"146802",2021,1
"146803",2021,1
"146804",2021,1
"146805",2021,3
"146806",2021,1
"146807",2021,0
"146808",2021,0
"146809",2021,1
"146810",2021,0
"146811",2021,0
"146812",2021,1
"146813",2021,0
"146814",2021,1
"146815",2021,0
"146816",2021,1
"146817",2021,0
"146818",2021,0
"146819",2021,1
"146820",2021,0
"146821",2021,1
"146822",2021,0
"146823",2021,0
"146824",2021,0
"146825",2021,2
"146826",2021,0
"146827",2021,0
"146828",2021,0
"146829",2021,0
"146830",2021,0
"146831",2021,0
"146832",2021,0
"146833",2021,0
"146834",2021,0
"146835",2021,0
"146836",2021,1
"146837",2021,0
"146838",2021,0
"146839",2021,0
"146840",2021,0
"146841",2021,0
"146842",2021,0
"146843",2021,0
"146844",2021,0
"146845",2021,0
"146846",2021,0
"146847",2021,0
"146848",2021,0
"146849",2021,0
"146850",2021,0
"146851",2021,0
"146852",2021,0
"146853",2021,0
"146854",2021,0
"146855",2021,0
"146856",2021,0
"146857",2021,0
"146858",2021,0
"146859",2021,0
"146860",2021,0
"146861",2021,0
"146862",2021,0
"146863",2021,0
"146864",2021,0
"146865",2021,0
"146866",2021,0
"146867",2021,0
"146868",2021,0
"146869",2021,0
"146870",2021,0
"146871",2021,0
"146872",2021,0
"146873",2021,0
"146874",2021,0
"146875",2021,0
"146876",2021,0
"146877",2021,0
"146878",2021,1
"146879",2021,0
"146880",2021,0
"146881",2021,0
"146882",2021,1
"146883",2021,0
"146884",2021,1
"146885",2021,0
"146886",2021,0
"146887",2021,0
"146888",2021,0
"146889",2021,0
"146890",2021,0
"146891",2021,0
"146892",2021,0
"146893",2021,2
"146894",2022,0
"146895",2022,0
"146896",2022,2
"146897",2022,1
"146898",2022,0
"146899",2022,0
"146900",2022,1
"146901",2022,0
"146902",2022,1
"146903",2022,1
"146904",2022,0
"146905",2022,4
"146906",2022,2
"146907",2022,1
"146908",2022,0
"146909",2022,0
"146910",2022,0
"146911",2022,2
"146912",2022,0
"146913",2022,1
"146914",2022,2
"146915",2022,0
"146916",2022,0
"146917",2022,0
"146918",2022,1
"146919",2022,0
"146920",2022,0
"146921",2022,0
"146922",2022,0
"146923",2022,1
"146924",2022,0
"146925",2022,0
"146926",2022,0
"146927",2022,0
"146928",2022,0
"146929",2022,1
"146930",2022,0
"146931",2022,1
"146932",2022,0
"146933",2022,0
"146934",2022,1
"146935",2022,0
"146936",2022,0
"146937",2022,0
"146938",2022,0
"146939",2022,0
"146940",2022,1
"146941",2022,0
"146942",2022,0
"146943",2022,0
"146944",2022,0
"146945",2022,0
"146946",2022,0
"146947",2022,0
"146948",2022,0
"146949",2022,0
"146950",2022,0
"146951",2022,0
"146952",2022,0
"146953",2022,0
"146954",2022,0
"146955",2022,0
"146956",2022,0
"146957",2022,0
"146958",2022,0
"146959",2022,0
"146960",2022,0
"146961",2022,0
"146962",2022,0
"146963",2022,0
"146964",2022,0
"146965",2022,0
"146966",2022,0
"146967",2022,0
"146968",2022,0
"146969",2022,0
"146970",2022,0
"146971",2022,0
"146972",2022,0
"146973",2022,0
"146974",2022,0
"146975",2022,0
"146976",2022,1
"146977",2022,0
"146978",2022,0
"146979",2022,0
"146980",2022,0
"146981",2022,0
"146982",2022,0
"146983",2022,0
"146984",2022,0
"146985",2022,0
"146986",2022,0
"146987",2022,0
"146988",2022,0
"146989",2022,0
"146990",2022,0
"146991",2022,0
"146992",2022,0
"146993",2022,0
"146994",2022,0
"146995",2022,0
"146996",2022,0
"146997",2022,0
"146998",2022,0
"146999",2022,0
"147000",2022,0
"147001",2022,0
"147002",2022,0
"147003",2022,0
"147004",2022,0
"147005",2022,0
"147006",2022,0
"147007",2022,0
"147008",2022,0
"147009",2022,0
"147010",2022,0
"147011",2022,0
"147012",2022,0
"147013",2022,0
"147014",2022,0
"147015",2022,0
"147016",2022,0
"147017",2022,0
"147018",2022,0
"147019",2022,0
"147020",2022,0
"147021",2022,0
"147022",2022,0
"147023",2022,0
"147024",2022,0
"147025",2022,0
"147026",2022,0
"147027",2022,0
"147028",2022,0
"147029",2022,0
"147030",2022,0
"147031",2022,0
"147032",2022,0
"147033",2022,0
"147034",2022,0
"147035",2022,1
"147036",2022,1
"147037",2022,0
"147038",2022,0
"147039",2022,0
"147040",2022,0
"147041",2022,0
"147042",2022,0
"147043",2022,0
"147044",2022,0
"147045",2022,0
"147046",2022,0
"147047",2022,0
"147048",2022,0
"147049",2022,0
"147050",2022,0
"147051",2022,0
"147052",2022,0
"147053",2022,0
"147054",2022,0
"147055",2022,0
"147056",2022,0
"147057",2022,0
"147058",2022,0
"147059",2022,0
"147060",2022,1
"147061",2022,0
"147062",2022,0
"147063",2022,0
"147064",2022,0
"147065",2022,1
"147066",2022,0
"147067",2022,1
"147068",2022,1
"147069",2022,0
"147070",2022,0
"147071",2022,1
"147072",2022,0
"147073",2022,0
"147074",2022,0
"147075",2022,0
"147076",2022,0
"147077",2022,1
"147078",2022,0
"147079",2022,0
"147080",2022,0
"147081",2022,0
"147082",2022,0
"147083",2022,0
"147084",2022,0
"147085",2022,0
"147086",2022,0
"147087",2022,0
"147088",2022,0
"147089",2022,0
"147090",2022,0
"147091",2022,0
"147092",2022,1
"147093",2022,0
"147094",2022,0
"147095",2022,0
"147096",2022,0
"147097",2022,0
"147098",2022,0
"147099",2022,0
"147100",2022,0
"147101",2022,0
"147102",2022,0
"147103",2022,1
"147104",2022,0
"147105",2022,0
"147106",2022,0
"147107",2022,0
"147108",2022,0
"147109",2022,0
"147110",2022,1
"147111",2022,0
"147112",2022,0
"147113",2022,0
"147114",2022,0
"147115",2022,0
"147116",2022,0
"147117",2022,0
"147118",2022,0
"147119",2022,0
"147120",2022,0
"147121",2022,0
"147122",2022,0
"147123",2022,0
"147124",2022,0
"147125",2022,0
"147126",2022,0
"147127",2022,0
"147128",2022,0
"147129",2022,1
"147130",2022,0
"147131",2022,0
"147132",2022,0
"147133",2022,0
"147134",2022,0
"147135",2022,0
"147136",2022,0
"147137",2022,1
"147138",2022,0
"147139",2022,0
"147140",2022,0
"147141",2022,0
"147142",2022,0
"147143",2022,0
"147144",2022,1
"147145",2022,0
"147146",2022,0
"147147",2022,0
"147148",2022,0
"147149",2022,0
"147150",2022,1
"147151",2022,0
"147152",2022,0
"147153",2022,1
"147154",2022,0
"147155",2022,0
"147156",2022,0
"147157",2022,0
"147158",2022,0
"147159",2022,1
"147160",2022,0
"147161",2022,0
"147162",2022,0
"147163",2022,0
"147164",2022,0
"147165",2022,0
"147166",2022,0
"147167",2022,0
"147168",2022,0
"147169",2022,0
"147170",2022,0
"147171",2022,0
"147172",2022,0
"147173",2022,0
"147174",2022,0
"147175",2022,0
"147176",2022,0
"147177",2022,0
"147178",2022,0
"147179",2022,0
"147180",2022,0
"147181",2022,0
"147182",2022,0
"147183",2022,0
"147184",2022,0
"147185",2022,0
"147186",2022,0
"147187",2022,0
"147188",2022,0
"147189",2022,0
"147190",2022,0
"147191",2022,0
"147192",2022,0
"147193",2022,0
"147194",2023,0
"147195",2023,0
"147196",2023,0
"147197",2023,0
"147198",2023,0
"147199",2023,0
"147200",2023,0
"147201",2023,0
"147202",2023,0
"147203",2023,0
"147204",2023,0
"147205",2023,0
"147206",2023,0
"147207",2023,0
"147208",2023,0
"147209",2023,0
"147210",2023,0
"147211",2023,0
"147212",2023,0
"147213",2023,0
"147214",2023,0
"147215",2023,0
"147216",2023,0
"147217",2023,0
"147218",2023,0
"147219",2023,0
"147220",2023,0
"147221",2023,0
"147222",2023,0
"147223",2023,0
"147224",2023,0
"147225",2023,0
"147226",2023,0
"147227",2023,0
"147228",2023,0
"147229",2023,0
"147230",2023,0
"147231",2023,0
"147232",2023,0
"147233",2023,0
"147234",2023,0
"147235",2023,0
"147236",2023,0
"147237",2023,0
"147238",2023,0
"147239",2023,0
"147240",2023,0
"147241",2023,0
"147242",2023,0
"147243",2023,0
"147244",2023,0
"147245",2023,0
"147246",2023,0
"147247",2023,0
"147248",2023,0
"147249",2023,0
"147250",2023,0
"147251",2023,0
"147252",2023,0
"147253",2023,0
"147254",2023,0
"147255",2023,0
"147256",2023,0
"147257",2023,0
"147258",2023,0
"147259",2023,0
"147260",2023,0
"147261",2023,0
"147262",2023,0
"147263",2023,0
"147264",2023,0
"147265",2023,0
"147266",2023,0
"147267",2023,0
"147268",2023,0
"147269",2023,0
"147270",2023,0
"147271",2023,0
"147272",2023,0
"147273",2023,0
"147274",2023,0
"147275",2023,0
"147276",2023,0
"147277",2023,0
"147278",2023,0
"147279",2023,0
"147280",2023,0
"147281",2023,0
"147282",2023,0
"147283",2023,0
"147284",2023,0
"147285",2023,0
"147286",2023,0
"147287",2023,0
"147288",2022,0
"147289",2023,0
"147290",2023,0
"147291",2023,0
"147292",2023,0
"147293",2021,0
"147294",2022,0
"147295",2022,0
"147296",2022,0
"147297",2022,0
"147298",2022,0
"147299",2022,0
"147300",2022,0
"147301",2022,0
"147302",2022,0
"147303",2022,0
"147304",2022,0
"147305",2022,0
"147306",2022,0
"147307",2022,0
"147308",2022,0
"147309",2022,0
"147310",2022,0
"147311",2022,0
"147312",2022,0
"147313",2022,0
"147314",2022,0
"147315",2022,0
"147316",2022,0
"147317",2022,2
"147318",2022,0
"147319",2022,0
"147320",2022,0
"147321",2022,0
"147322",2022,0
"147323",2022,0
"147324",2022,0
"147325",2022,0
"147326",2022,0
"147327",2022,0
"147328",2022,0
"147329",2022,4
"147330",2022,0
"147331",2022,3
"147332",2022,0
"147333",2022,0
"147334",2022,0
"147335",2022,0
"147336",2022,0
"147337",2022,0
"147338",2022,2
"147339",2022,0
"147340",2022,0
"147341",2022,0
"147342",2022,0
"147343",2022,0
"147344",2022,0
"147345",2022,0
"147346",2022,0
"147347",2022,0
"147348",2022,0
"147349",2022,0
"147350",2022,0
"147351",2022,0
"147352",2022,0
"147353",2022,0
"147354",2022,0
"147355",2022,0
"147356",2022,0
"147357",2022,0
"147358",2022,0
"147359",2022,1
"147360",2022,0
"147361",2022,0
"147362",2022,0
"147363",2022,0
"147364",2022,0
"147365",2022,0
"147366",2022,0
"147367",2022,0
"147368",2022,0
"147369",2022,0
"147370",2022,0
"147371",2022,0
"147372",2022,0
"147373",2022,0
"147374",2022,0
"147375",2022,0
"147376",2022,0
"147377",2022,0
"147378",2022,0
"147379",2022,0
"147380",2022,0
"147381",2023,0
"147382",2023,0
"147383",2023,0
"147384",2023,0
"147385",2023,0
"147386",2023,0
"147387",2023,0
"147388",2023,0
"147389",2023,0
"147390",2023,0
"147391",2023,0
"147392",2023,0
"147393",2023,0
"147394",2023,0
"147395",2023,0
"147396",2023,0
"147397",2023,0
"147398",2023,0
"147399",2023,0
"147400",2023,0
"147401",2023,0
"147402",2020,0
"147403",2020,0
"147404",2020,0
"147405",2020,0
"147406",2020,0
"147407",2020,0
"147408",2020,0
"147409",2020,0
"147410",2020,0
"147411",2020,1
"147412",2020,1
"147413",2020,0
"147414",2020,1
"147415",2020,0
"147416",2020,0
"147417",2020,2
"147418",2020,0
"147419",2020,1
"147420",2020,0
"147421",2020,2
"147422",2020,0
"147423",2020,0
"147424",2020,0
"147425",2020,0
"147426",2020,0
"147427",2020,0
"147428",2020,0
"147429",2020,0
"147430",2020,0
"147431",2020,0
"147432",2020,0
"147433",2020,0
"147434",2020,0
"147435",2020,0
"147436",2020,0
"147437",2020,0
"147438",2020,0
"147439",2020,0
"147440",2020,0
"147441",2020,0
"147442",2020,0
"147443",2020,0
"147444",2020,0
"147445",2020,0
"147446",2020,0
"147447",2020,0
"147448",2020,0
"147449",2020,0
"147450",2020,0
"147451",2020,0
"147452",2020,0
"147453",2020,0
"147454",2020,0
"147455",2020,0
"147456",2020,0
"147457",2020,0
"147458",2020,0
"147459",2020,0
"147460",2020,0
"147461",2020,0
"147462",2020,2
"147463",2020,1
"147464",2020,1
"147465",2020,0
"147466",2020,0
"147467",2020,0
"147468",2020,0
"147469",2020,1
"147470",2020,1
"147471",2020,1
"147472",2020,0
"147473",2020,0
"147474",2020,0
"147475",2020,2
"147476",2020,2
"147477",2020,2
"147478",2020,1
"147479",2020,3
"147480",2020,3
"147481",2020,0
"147482",2020,2
"147483",2020,2
"147484",2020,1
"147485",2020,2
"147486",2020,3
"147487",2020,1
"147488",2020,1
"147489",2020,5
"147490",2020,5
"147491",2020,3
"147492",2020,1
"147493",2020,2
"147494",2020,1
"147495",2020,1
"147496",2020,2
"147497",2020,0
"147498",2020,4
"147499",2020,1
"147500",2020,0
"147501",2020,2
"147502",2020,0
"147503",2020,2
"147504",2020,1
"147505",2020,0
"147506",2020,2
"147507",2020,2
"147508",2020,1
"147509",2020,1
"147510",2020,0
"147511",2020,2
"147512",2020,3
"147513",2020,0
"147514",2020,2
"147515",2020,1
"147516",2020,0
"147517",2020,2
"147518",2020,3
"147519",2020,1
"147520",2020,0
"147521",2020,2
"147522",2020,1
"147523",2020,0
"147524",2020,0
"147525",2020,2
"147526",2020,0
"147527",2020,1
"147528",2020,1
"147529",2020,1
"147530",2020,3
"147531",2020,2
"147532",2020,1
"147533",2020,1
"147534",2020,0
"147535",2020,1
"147536",2020,0
"147537",2020,1
"147538",2020,0
"147539",2020,0
"147540",2020,1
"147541",2020,1
"147542",2020,0
"147543",2020,1
"147544",2020,0
"147545",2020,0
"147546",2020,0
"147547",2020,0
"147548",2020,0
"147549",2020,0
"147550",2020,0
"147551",2020,1
"147552",2020,0
"147553",2020,0
"147554",2020,1
"147555",2020,0
"147556",2020,0
"147557",2020,0
"147558",2020,2
"147559",2020,0
"147560",2020,0
"147561",2020,0
"147562",2020,1
"147563",2020,0
"147564",2020,2
"147565",2020,0
"147566",2020,2
"147567",2020,0
"147568",2020,0
"147569",2020,1
"147570",2020,0
"147571",2020,0
"147572",2020,1
"147573",2020,0
"147574",2020,0
"147575",2020,0
"147576",2020,0
"147577",2020,0
"147578",2020,0
"147579",2020,0
"147580",2020,1
"147581",2020,0
"147582",2020,0
"147583",2020,0
"147584",2020,0
"147585",2020,0
"147586",2020,0
"147587",2020,2
"147588",2020,0
"147589",2020,0
"147590",2020,0
"147591",2020,0
"147592",2020,0
"147593",2020,0
"147594",2020,0
"147595",2020,1
"147596",2021,1
"147597",2021,0
"147598",2021,0
"147599",2021,0
"147600",2021,0
"147601",2021,0
"147602",2021,0
"147603",2021,0
"147604",2021,0
"147605",2021,1
"147606",2021,0
"147607",2021,0
"147608",2021,0
"147609",2021,1
"147610",2021,1
"147611",2021,0
"147612",2021,1
"147613",2021,1
"147614",2021,0
"147615",2021,0
"147616",2021,1
"147617",2021,0
"147618",2021,0
"147619",2021,1
"147620",2021,0
"147621",2021,0
"147622",2021,0
"147623",2021,0
"147624",2021,0
"147625",2021,0
"147626",2021,0
"147627",2021,0
